PhraseId	SentenceId	Phrase	Sentiment
83158	4293	has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side	3
83159	4293	has thankfully	2
83160	4293	thankfully	2
83161	4293	ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side	3
83162	4293	ditched the saccharine sentimentality of Bicentennial Man	3
83163	4293	ditched	2
83164	4293	the saccharine sentimentality of Bicentennial Man	1
83165	4293	the saccharine sentimentality	1
83166	4293	saccharine sentimentality	1
83167	4293	of Bicentennial Man	2
83168	4293	Bicentennial Man	2
83169	4293	Bicentennial	2
83170	4293	in favour of an altogether darker side	2
83171	4293	favour of an altogether darker side	3
83172	4293	favour	3
83173	4293	of an altogether darker side	2
83174	4293	an altogether darker side	2
83175	4293	altogether darker side	1
83176	4293	altogether darker	2
83177	4294	The fourth in a series that I 'll bet most parents had thought -- hoped !	2
83178	4294	The fourth in a series that I 'll bet most parents had thought --	2
83179	4294	The fourth in a series that I 'll bet most parents had thought	2
83180	4294	The fourth in a series	2
83181	4294	The fourth	2
83182	4294	fourth	2
83183	4294	in a series	2
83184	4294	that I 'll bet most parents had thought	2
83185	4294	I 'll bet most parents had thought	3
83186	4294	'll bet most parents had thought	2
83187	4294	bet most parents had thought	2
83188	4294	most parents had thought	2
83189	4294	most parents	2
83190	4294	had thought	2
83191	4294	hoped !	2
83192	4295	I ca n't .	2
83193	4295	ca n't .	2
83194	4296	A whale of a good time for both children and parents seeking Christian-themed fun .	4
83195	4296	A whale of a good time for both children and parents seeking Christian-themed fun	4
83196	4296	A whale of a good time for both children and parents	4
83197	4296	A whale	2
83198	4296	of a good time for both children and parents	4
83199	4296	a good time for both children and parents	4
83200	4296	for both children and parents	3
83201	4296	both children and parents	2
83202	4296	children and parents	2
83203	4296	children and	2
83204	4296	seeking Christian-themed fun	3
83205	4296	Christian-themed fun	3
83206	4296	Christian-themed	2
83207	4297	It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .	0
83208	4297	's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .	1
83209	4297	's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	0
83210	4297	difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	0
83211	4297	to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	1
83212	4297	conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	1
83213	4297	conceive	2
83214	4297	of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	0
83215	4297	anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	0
83216	4297	who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	0
83217	4297	has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	1
83218	4297	reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny	2
83219	4297	reached puberty	2
83220	4297	reached	2
83221	4297	actually finding the characters in Slackers or their antics amusing , let alone funny	1
83222	4297	finding the characters in Slackers or their antics amusing , let alone funny	3
83223	4297	finding the characters in Slackers or their antics	2
83224	4297	the characters in Slackers or their antics	2
83225	4297	in Slackers or their antics	2
83226	4297	Slackers or their antics	2
83227	4297	Slackers or	2
83228	4297	their antics	2
83229	4297	amusing , let alone funny	3
83230	4297	, let alone funny	1
83231	4297	let alone funny	2
83232	4297	alone funny	2
83233	4298	Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable .	1
83234	4298	Terminally bland , painfully slow and needlessly confusing	0
83235	4298	Terminally bland , painfully slow and	0
83236	4298	Terminally bland , painfully slow	0
83237	4298	Terminally bland ,	3
83238	4298	Terminally bland	1
83239	4298	Terminally	2
83240	4298	needlessly confusing	1
83241	4298	... The movie , shot on digital videotape rather than film , is frequently indecipherable .	1
83242	4298	The movie , shot on digital videotape rather than film , is frequently indecipherable .	0
83243	4298	The movie , shot on digital videotape rather than film , is frequently indecipherable	1
83244	4298	The movie , shot on digital videotape rather than film ,	2
83245	4298	The movie , shot on digital videotape rather than film	1
83246	4298	shot on digital videotape rather than film	1
83247	4298	on digital videotape rather than film	2
83248	4298	digital videotape rather than film	2
83249	4298	digital videotape rather than	2
83250	4298	digital videotape	2
83251	4298	videotape	2
83252	4298	is frequently indecipherable	2
83253	4299	The movie 's blatant derivativeness is one reason it 's so lackluster .	1
83254	4299	The movie 's blatant derivativeness	2
83255	4299	blatant derivativeness	1
83256	4299	derivativeness	1
83257	4299	is one reason it 's so lackluster .	0
83258	4299	is one reason it 's so lackluster	2
83259	4299	one reason it 's so lackluster	1
83260	4299	one reason	2
83261	4299	it 's so lackluster	0
83262	4299	's so lackluster	2
83263	4299	so lackluster	1
83264	4300	A reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .	3
83265	4300	A reasonably entertaining sequel to 1994 's surprise family	3
83266	4300	A reasonably entertaining sequel	3
83267	4300	reasonably entertaining sequel	3
83268	4300	reasonably entertaining	3
83269	4300	to 1994 's surprise family	2
83270	4300	1994 's surprise family	2
83271	4300	1994 's	2
83272	4300	1994	2
83273	4300	surprise family	3
83274	4300	hit that may strain adult credibility .	1
83275	4300	hit that may strain adult credibility	1
83276	4300	that may strain adult credibility	2
83277	4300	may strain adult credibility	1
83278	4300	strain adult credibility	2
83279	4300	adult credibility	2
83280	4301	What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted .	0
83281	4301	What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film	0
83282	4301	a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film	0
83283	4301	a great shame that such a talented director as Chen Kaige	1
83284	4301	a great shame	2
83285	4301	great shame	1
83286	4301	that such a talented director as Chen Kaige	3
83287	4301	such a talented director as Chen Kaige	3
83288	4301	such a	2
83289	4301	talented director as Chen Kaige	3
83290	4301	talented director	4
83291	4301	as Chen Kaige	2
83292	4301	Chen Kaige	2
83293	4301	Kaige	2
83294	4301	has chosen to make his English-language debut with a film	1
83295	4301	chosen to make his English-language debut with a film	2
83296	4301	chosen	2
83297	4301	to make his English-language debut with a film	2
83298	4301	make his English-language debut with a film	2
83299	4301	make his English-language debut	2
83300	4301	his English-language debut	2
83301	4301	English-language debut	2
83302	4301	with a film	2
83303	4301	so poorly plotted and scripted .	0
83304	4301	so poorly	1
83305	4301	plotted and scripted .	2
83306	4301	plotted and scripted	2
83307	4301	plotted and	2
83308	4302	Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .	2
83309	4302	Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting	1
83310	4302	Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but	2
83311	4302	Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter ,	3
83312	4302	Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter	2
83313	4302	Directors Harry Gantz and Joe Gantz	2
83314	4302	Harry Gantz and Joe Gantz	2
83315	4302	Gantz and Joe Gantz	2
83316	4302	and Joe Gantz	2
83317	4302	Joe Gantz	2
83318	4302	have chosen a fascinating subject matter	4
83319	4302	chosen a fascinating subject matter	3
83320	4302	a fascinating subject matter	4
83321	4302	fascinating subject matter	4
83322	4302	fascinating subject	3
83323	4302	the couples exposing themselves are n't all that interesting	1
83324	4302	the couples	2
83325	4302	exposing themselves are n't all that interesting	2
83326	4302	themselves are n't all that interesting	1
83327	4302	are n't all that interesting	1
83328	4302	all that interesting	2
83329	4303	No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .	1
83330	4303	No amount of blood and disintegrating vampire cadavers	2
83331	4303	of blood and disintegrating vampire cadavers	2
83332	4303	blood and disintegrating vampire cadavers	2
83333	4303	blood and	2
83334	4303	disintegrating vampire cadavers	2
83335	4303	vampire cadavers	2
83336	4303	cadavers	2
83337	4303	can obscure this movie 's lack of ideas .	1
83338	4303	can obscure this movie 's lack of ideas	1
83339	4303	obscure this movie 's lack of ideas	1
83340	4303	this movie 's lack of ideas	0
83341	4303	this movie 's lack	2
83342	4304	A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .	4
83343	4304	A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone	2
83344	4304	A well-rounded tribute	2
83345	4304	well-rounded tribute	3
83346	4304	well-rounded	3
83347	4304	to a man whose achievements -- and complexities -- reached far beyond the end zone	3
83348	4304	a man whose achievements -- and complexities -- reached far beyond the end zone	3
83349	4304	whose achievements -- and complexities -- reached far beyond the end zone	4
83350	4304	whose achievements -- and complexities --	3
83351	4304	whose achievements	2
83352	4304	-- and complexities --	2
83353	4304	-- and complexities	2
83354	4304	reached far beyond the end zone	2
83355	4304	far beyond the end zone	2
83356	4304	beyond the end zone	3
83357	4304	the end zone	2
83358	4304	end zone	2
83359	4305	Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .	1
83360	4305	Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin	1
83361	4305	Ice Cube is n't quite out of ripe screwball ideas , but	2
83362	4305	Ice Cube is n't quite out of ripe screwball ideas ,	2
83363	4305	Ice Cube is n't quite out of ripe screwball ideas	2
83364	4305	Ice Cube	2
83365	4305	Cube	2
83366	4305	is n't quite out of ripe screwball ideas	2
83367	4305	is n't quite out of ripe	1
83368	4305	quite out of ripe	2
83369	4305	quite out	2
83370	4305	of ripe	2
83371	4305	screwball ideas	1
83372	4305	Friday After Next spreads them pretty thin	1
83373	4305	After Next spreads them pretty thin	3
83374	4305	spreads them pretty thin	1
83375	4305	spreads	2
83376	4305	them pretty thin	2
83377	4305	pretty thin	2
83378	4306	... a fairly disposable yet still entertaining B picture .	2
83379	4306	a fairly disposable yet still entertaining B picture .	3
83380	4306	a fairly disposable yet still entertaining B picture	3
83381	4306	a fairly disposable yet still entertaining B	3
83382	4306	fairly disposable yet still entertaining B	3
83383	4306	fairly disposable yet still entertaining	3
83384	4306	fairly disposable yet	1
83385	4306	fairly disposable	0
83386	4306	still entertaining	2
83387	4307	Lawrence plumbs personal tragedy and also the human comedy .	3
83388	4307	plumbs personal tragedy and also the human comedy .	3
83389	4307	plumbs personal tragedy and also the human comedy	2
83390	4307	personal tragedy and also the human comedy	3
83391	4307	personal tragedy and also	2
83392	4307	personal tragedy and	1
83393	4307	personal tragedy	1
83394	4307	the human comedy	2
83395	4307	human comedy	3
83396	4308	Romething 's really wrong with this ricture !	1
83397	4308	Romething	2
83398	4308	's really wrong with this ricture !	1
83399	4308	's really wrong with this ricture	1
83400	4308	really wrong with this ricture	1
83401	4308	wrong with this ricture	1
83402	4308	with this ricture	2
83403	4308	this ricture	2
83404	4308	ricture	2
83405	4309	Performances all around are tops , with the two leads delivering Oscar-caliber performances .	3
83406	4309	Performances all around	2
83407	4309	are tops , with the two leads delivering Oscar-caliber performances .	4
83408	4309	are tops , with the two leads delivering Oscar-caliber performances	4
83409	4309	are tops ,	2
83410	4309	are tops	3
83411	4309	with the two leads delivering Oscar-caliber performances	4
83412	4309	the two leads delivering Oscar-caliber performances	4
83413	4309	delivering Oscar-caliber performances	4
83414	4309	Oscar-caliber performances	4
83415	4309	Oscar-caliber	3
83416	4310	While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House .	2
83417	4310	While Van Wilder may not be the worst National Lampoon film	1
83418	4310	Van Wilder may not be the worst National Lampoon film	2
83419	4310	may not be the worst National Lampoon film	2
83420	4310	be the worst National Lampoon film	1
83421	4310	the worst National Lampoon film	0
83422	4310	worst National Lampoon film	1
83423	4310	National Lampoon film	2
83424	4310	Lampoon film	2
83425	4310	, it 's far from being this generation 's Animal House .	1
83426	4310	it 's far from being this generation 's Animal House .	1
83427	4310	's far from being this generation 's Animal House .	2
83428	4310	's far from being this generation 's Animal House	2
83429	4310	far from being this generation 's Animal House	1
83430	4310	from being this generation 's Animal House	2
83431	4310	being this generation 's Animal House	3
83432	4310	this generation 's Animal House	4
83433	4310	this generation 's	2
83434	4310	generation 's	2
83435	4311	It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works .	3
83436	4311	It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works	3
83437	4311	It 's not particularly well made , but	1
83438	4311	It 's not particularly well made ,	2
83439	4311	It 's not particularly well made	1
83440	4311	's not particularly well made	0
83441	4311	particularly well made	4
83442	4311	well made	3
83443	4311	since I found myself howling more than cringing , I 'd say the film works	2
83444	4311	since I found myself howling more than cringing	2
83445	4311	I found myself howling more than cringing	3
83446	4311	found myself howling more than cringing	2
83447	4311	howling more than cringing	2
83448	4311	howling more	2
83449	4311	howling	2
83450	4311	than cringing	2
83451	4311	cringing	1
83452	4311	, I 'd say the film works	3
83453	4311	I 'd say the film works	2
83454	4311	'd say the film works	2
83455	4311	say the film works	2
83456	4311	the film works	3
83457	4311	film works	2
83458	4312	A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .	3
83459	4312	A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies	3
83460	4312	A sweet-tempered comedy that forgoes	3
83461	4312	A sweet-tempered comedy	3
83462	4312	sweet-tempered comedy	3
83463	4312	sweet-tempered	3
83464	4312	that forgoes	2
83465	4312	forgoes	2
83466	4312	the knee-jerk misogyny that passes for humor in so many teenage comedies	1
83467	4312	the knee-jerk misogyny	1
83468	4312	knee-jerk misogyny	1
83469	4312	misogyny	1
83470	4312	that passes for humor in so many teenage comedies	2
83471	4312	passes for humor in so many teenage comedies	2
83472	4312	for humor in so many teenage comedies	3
83473	4312	humor in so many teenage comedies	2
83474	4312	in so many teenage comedies	2
83475	4312	so many teenage comedies	2
83476	4312	teenage comedies	2
83477	4313	Smart , sassy interpretation of the Oscar Wilde play .	4
83478	4313	Smart , sassy interpretation of the Oscar Wilde play	3
83479	4313	sassy interpretation of the Oscar Wilde play	3
83480	4313	sassy interpretation	3
83481	4313	sassy	3
83482	4313	of the Oscar Wilde play	3
83483	4313	the Oscar Wilde play	2
83484	4313	Oscar Wilde play	2
83485	4313	Wilde play	2
83486	4314	Significantly better than its 2002 children 's - movie competition .	3
83487	4314	Significantly better than its 2002 children 's - movie competition	3
83488	4314	Significantly better	3
83489	4314	than its 2002 children 's - movie competition	2
83490	4314	its 2002 children 's - movie competition	2
83491	4314	its 2002 children 's	2
83492	4314	2002 children 's	2
83493	4314	- movie competition	2
83494	4314	movie competition	2
83495	4315	Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .	2
83496	4315	Though its atmosphere is intriguing	3
83497	4315	its atmosphere is intriguing	3
83498	4315	its atmosphere	2
83499	4315	... the drama is finally too predictable to leave much of an impression .	1
83500	4315	the drama is finally too predictable to leave much of an impression .	0
83501	4315	is finally too predictable to leave much of an impression .	2
83502	4315	is finally too predictable to leave much of an impression	1
83503	4315	is finally too predictable	2
83504	4315	is finally	2
83505	4315	too predictable	0
83506	4315	to leave much of an impression	2
83507	4315	leave much of an impression	2
83508	4316	The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison .	0
83509	4316	The big-screen Scooby	3
83510	4316	big-screen Scooby	2
83511	4316	makes the silly original cartoon seem smart and well-crafted in comparison .	1
83512	4316	makes the silly original cartoon seem smart and well-crafted in comparison	3
83513	4316	the silly original cartoon seem smart and well-crafted in comparison	2
83514	4316	the silly original cartoon	2
83515	4316	silly original cartoon	2
83516	4316	original cartoon	3
83517	4316	seem smart and well-crafted in comparison	3
83518	4316	seem smart and well-crafted	3
83519	4316	smart and well-crafted	4
83520	4316	in comparison	2
83521	4317	A depraved , incoherent , instantly disposable piece of hackery .	0
83522	4317	A depraved , incoherent , instantly disposable piece of hackery	0
83523	4317	A depraved , incoherent , instantly disposable piece	0
83524	4317	depraved , incoherent , instantly disposable piece	1
83525	4317	depraved , incoherent , instantly disposable	0
83526	4317	, incoherent , instantly disposable	0
83527	4317	incoherent , instantly disposable	0
83528	4317	, instantly disposable	1
83529	4317	instantly disposable	1
83530	4317	of hackery	1
83531	4317	hackery	1
83532	4318	You wo n't look at religious fanatics -- or backyard sheds -- the same way again .	2
83533	4318	wo n't look at religious fanatics -- or backyard sheds -- the same way again .	3
83534	4318	wo n't look at religious fanatics -- or backyard sheds -- the same way again	2
83535	4318	look at religious fanatics -- or backyard sheds -- the same way again	3
83536	4318	look at religious fanatics -- or backyard sheds -- the same way	2
83537	4318	at religious fanatics -- or backyard sheds -- the same way	2
83538	4318	religious fanatics -- or backyard sheds -- the same way	2
83539	4318	religious fanatics -- or backyard sheds --	3
83540	4318	religious fanatics	2
83541	4318	fanatics	2
83542	4318	-- or backyard sheds --	2
83543	4318	-- or backyard sheds	2
83544	4318	-- or	2
83545	4318	backyard sheds	2
83546	4318	backyard	2
83547	4319	So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .	3
83548	4319	genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .	2
83549	4319	genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen	4
83550	4319	genial is the conceit , this is one of those rare pictures that you root for throughout ,	3
83551	4319	genial is the conceit , this is one of those rare pictures that you root for throughout	4
83552	4319	genial is the conceit ,	1
83553	4319	genial is the conceit	2
83554	4319	is the conceit	2
83555	4319	this is one of those rare pictures that you root for throughout	3
83556	4319	is one of those rare pictures that you root for throughout	4
83557	4319	is one of those rare pictures	3
83558	4319	one of those rare pictures	2
83559	4319	of those rare pictures	3
83560	4319	those rare pictures	2
83561	4319	rare pictures	2
83562	4319	that you root for throughout	3
83563	4319	you root for throughout	2
83564	4319	root for throughout	2
83565	4319	root	2
83566	4319	for throughout	2
83567	4319	dearly hoping that the rich promise of the script will be realized on the screen	2
83568	4319	dearly	3
83569	4319	hoping that the rich promise of the script will be realized on the screen	2
83570	4319	that the rich promise of the script will be realized on the screen	3
83571	4319	the rich promise of the script will be realized on the screen	3
83572	4319	the rich promise of the script	3
83573	4319	the rich promise	3
83574	4319	rich promise	3
83575	4319	of the script	2
83576	4319	will be realized on the screen	2
83577	4319	be realized on the screen	2
83578	4319	realized on the screen	3
83579	4320	The following things are not at all entertaining : The bad sound , the lack of climax and , worst of all , watching Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can to look like a good guy .	0
83580	4320	The following things are not at all entertaining : The bad sound , the lack of climax and , worst of all , watching Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can to look like a good guy	0
83581	4320	The following things are not at all entertaining :	1
83582	4320	The following things are not at all entertaining	0
83583	4320	The following things	2
83584	4320	following things	2
83585	4320	are not at all entertaining	0
83586	4320	are not at all	2
83587	4320	The bad sound , the lack of climax and , worst of all , watching Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can to look like a good guy	0
83588	4320	The bad sound , the lack of climax and , worst of all ,	1
83589	4320	The bad sound , the lack of climax and , worst of all	0
83590	4320	The bad sound ,	1
83591	4320	The bad sound	1
83592	4320	bad sound	1
83593	4320	the lack of climax and , worst of all	1
83594	4320	of climax and , worst of all	2
83595	4320	climax and , worst of all	1
83596	4320	climax and ,	2
83597	4320	climax and	2
83598	4320	climax	3
83599	4320	worst of all	2
83600	4320	watching Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can to look like a good guy	3
83601	4320	Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can to look like a good guy	2
83602	4320	Seinfeld -LRB- who is also one of the film 's producers -RRB-	2
83603	4320	-LRB- who is also one of the film 's producers -RRB-	2
83604	4320	who is also one of the film 's producers -RRB-	2
83605	4320	who is also one of the film 's producers	2
83606	4320	is also one of the film 's producers	2
83607	4320	one of the film 's producers	2
83608	4320	of the film 's producers	2
83609	4320	the film 's producers	2
83610	4320	do everything he can to look like a good guy	2
83611	4320	everything he can to look like a good guy	2
83612	4320	he can to look like a good guy	2
83613	4320	can to look like a good guy	2
83614	4320	to look like a good guy	2
83615	4320	look like a good guy	2
83616	4320	like a good guy	3
83617	4320	a good guy	3
83618	4320	good guy	3
83619	4321	Chances are you wo n't , either .	2
83620	4321	are you wo n't , either .	2
83621	4321	are you wo n't , either	2
83622	4321	are you wo n't ,	2
83623	4321	are you wo n't	2
83624	4321	you wo n't	2
83625	4322	Chaiken ably balances real-time rhythms with propulsive incident .	3
83626	4322	ably balances real-time rhythms with propulsive incident .	3
83627	4322	ably	2
83628	4322	balances real-time rhythms with propulsive incident .	3
83629	4322	balances real-time rhythms with propulsive incident	3
83630	4322	balances real-time rhythms	3
83631	4322	real-time rhythms	3
83632	4322	with propulsive incident	2
83633	4322	propulsive incident	2
83634	4322	propulsive	3
83635	4323	An exhilarating serving of movie fluff .	2
83636	4323	An exhilarating serving of movie fluff	3
83637	4323	An exhilarating	3
83638	4323	serving of movie fluff	2
83639	4323	of movie fluff	1
83640	4323	movie fluff	2
83641	4324	The obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old Hanna-Barbera charm .	0
83642	4324	The obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack	1
83643	4324	The obnoxious special effects ,	1
83644	4324	The obnoxious special effects	1
83645	4324	obnoxious special effects	1
83646	4324	the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack	0
83647	4324	the obligatory outbursts of flatulence and	1
83648	4324	the obligatory outbursts of flatulence	2
83649	4324	the obligatory outbursts	2
83650	4324	obligatory outbursts	2
83651	4324	of flatulence	2
83652	4324	the incessant , so-five-minutes-ago pop music on the soundtrack	2
83653	4324	the incessant , so-five-minutes-ago pop music	1
83654	4324	incessant , so-five-minutes-ago pop music	1
83655	4324	, so-five-minutes-ago pop music	2
83656	4324	so-five-minutes-ago pop music	1
83657	4324	so-five-minutes-ago	2
83658	4324	pop music	2
83659	4324	overwhelm what is left of the scruffy , dopey old Hanna-Barbera charm .	1
83660	4324	overwhelm what is left of the scruffy , dopey old Hanna-Barbera charm	1
83661	4324	overwhelm	2
83662	4324	what is left of the scruffy , dopey old Hanna-Barbera charm	2
83663	4324	is left of the scruffy , dopey old Hanna-Barbera charm	2
83664	4324	left of the scruffy , dopey old Hanna-Barbera charm	2
83665	4324	of the scruffy , dopey old Hanna-Barbera charm	2
83666	4324	the scruffy , dopey old Hanna-Barbera charm	2
83667	4324	scruffy , dopey old Hanna-Barbera charm	3
83668	4324	scruffy , dopey old	1
83669	4324	, dopey old	1
83670	4324	dopey old	1
83671	4324	Hanna-Barbera charm	3
83672	4325	The movie is so thoughtlessly assembled .	3
83673	4325	is so thoughtlessly assembled .	1
83674	4325	is so thoughtlessly assembled	1
83675	4325	thoughtlessly assembled	1
83676	4325	thoughtlessly	1
83677	4326	Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	3
83678	4326	Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it	3
83679	4326	Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but	3
83680	4326	Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories	3
83681	4326	certainly does the trick of making us care about its protagonist and celebrate his victories	3
83682	4326	does the trick of making us care about its protagonist and celebrate his victories	3
83683	4326	the trick of making us care about its protagonist and celebrate his victories	2
83684	4326	of making us care about its protagonist and celebrate his victories	3
83685	4326	making us care about its protagonist and celebrate his victories	2
83686	4326	us care about its protagonist and celebrate his victories	2
83687	4326	care about its protagonist and celebrate his victories	3
83688	4326	care about its protagonist and	2
83689	4326	care about its protagonist	2
83690	4326	about its protagonist	2
83691	4326	celebrate his victories	2
83692	4326	celebrate	4
83693	4326	his victories	2
83694	4326	, with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it	2
83695	4326	with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it	3
83696	4326	with few exceptions	2
83697	4326	few exceptions	2
83698	4326	exceptions	2
83699	4326	, it rarely stoops to cheap manipulation or corny conventions to do it	2
83700	4326	it rarely stoops to cheap manipulation or corny conventions to do it	3
83701	4326	rarely stoops to cheap manipulation or corny conventions to do it	3
83702	4326	stoops to cheap manipulation or corny conventions to do it	0
83703	4326	stoops to cheap manipulation or corny conventions	0
83704	4326	to cheap manipulation or corny conventions	1
83705	4326	cheap manipulation or corny conventions	0
83706	4326	manipulation or corny conventions	1
83707	4326	or corny conventions	2
83708	4326	corny conventions	0
83709	4327	Goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .	2
83710	4327	is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .	3
83711	4327	is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse	2
83712	4327	funny enough to justify the embarrassment of bringing a barf bag to the moviehouse	2
83713	4327	funny enough	3
83714	4327	to justify the embarrassment of bringing a barf bag to the moviehouse	0
83715	4327	justify the embarrassment of bringing a barf bag to the moviehouse	2
83716	4327	the embarrassment of bringing a barf bag to the moviehouse	0
83717	4327	the embarrassment	2
83718	4327	of bringing a barf bag to the moviehouse	0
83719	4327	bringing a barf bag to the moviehouse	1
83720	4327	bringing a barf bag	1
83721	4327	a barf bag	1
83722	4327	barf bag	2
83723	4327	barf	1
83724	4327	to the moviehouse	2
83725	4327	the moviehouse	2
83726	4327	moviehouse	2
83727	4328	... Pray does n't have a passion for the material .	1
83728	4328	Pray does n't have a passion for the material .	1
83729	4328	does n't have a passion for the material .	1
83730	4328	does n't have a passion for the material	1
83731	4328	have a passion for the material	3
83732	4328	a passion for the material	3
83733	4328	a passion	2
83734	4328	for the material	2
83735	4329	It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .	4
83736	4329	works its magic with such exuberance and passion that the film 's length becomes a part of its fun .	3
83737	4329	works its magic with such exuberance and passion that the film 's length becomes a part of its fun	3
83738	4329	works its magic with such exuberance and passion	4
83739	4329	works its magic	3
83740	4329	its magic	3
83741	4329	with such exuberance and passion	4
83742	4329	such exuberance and passion	4
83743	4329	exuberance and passion	4
83744	4329	exuberance and	2
83745	4329	that the film 's length becomes a part of its fun	3
83746	4329	the film 's length becomes a part of its fun	3
83747	4329	the film 's length	2
83748	4329	becomes a part of its fun	3
83749	4329	a part of its fun	3
83750	4329	of its fun	2
83751	4329	its fun	3
83752	4330	The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .	1
83753	4330	The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband	2
83754	4330	The hackneyed story	1
83755	4330	hackneyed story	1
83756	4330	about an affluent damsel in distress who decides to fight her bully of a husband	2
83757	4330	an affluent damsel in distress who decides to fight her bully of a husband	3
83758	4330	an affluent damsel in distress	2
83759	4330	an affluent damsel	2
83760	4330	affluent damsel	2
83761	4330	affluent	2
83762	4330	damsel	2
83763	4330	in distress	2
83764	4330	distress	2
83765	4330	who decides to fight her bully of a husband	2
83766	4330	decides to fight her bully of a husband	2
83767	4330	to fight her bully of a husband	2
83768	4330	fight her bully of a husband	2
83769	4330	her bully of a husband	1
83770	4330	her bully	2
83771	4330	bully	1
83772	4330	of a husband	2
83773	4330	is simply too overdone .	1
83774	4330	is simply too overdone	1
83775	4330	too overdone	1
83776	4330	overdone	1
83777	4331	All the Queen 's Men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .	0
83778	4331	All the Queen 's Men is a throwback war movie that fails on so many levels	2
83779	4331	is a throwback war movie that fails on so many levels	0
